x1,y1
   1.17922,  18.02069
   0.27361,   2.96698
   1.32406,  21.64532
   1.97426,  42.05279
   1.79492,  35.74849
   1.15791,  17.51558
   0.12978,   1.78364
   0.21707,   2.46226
   0.89506,  11.88435
   0.67695,   8.05078
   0.64496,   7.55260
   1.81212,  36.33072
   0.20166,   2.33361
   1.50283,  26.58223
   1.65481,  31.18124
   1.35440,  22.44710
   0.49355,   5.41646
   0.49620,   5.45068
   1.75658,  34.46756
   0.03710,   1.19653
   0.16412,   2.03611
   0.59520,   6.81007
   1.18055,  18.05234
   0.86808,  11.36894
   0.88793,  11.74700
   0.20870,   2.39192
   0.50543,   5.57078
   0.73541,   9.00365
   1.30188,  21.06864
   0.56685,   6.40484
   1.68402,  32.10745
   1.65945,  31.32729
   0.30491,   3.26830
   1.75686,  34.47678
   1.85681,  37.86609
   0.46871,   5.10110
   0.88944,  11.77596
   0.41381,   4.43896
   0.05430,   1.29509
   0.49793,   5.47311
   0.29878,   3.20805
   1.36293,  22.67527
   0.46814,   5.09390
   1.94811,  41.10149
   0.27186,   2.95053
   0.48184,   5.26651
   0.38660,   4.12867
   1.28620,  20.66554
   0.94273,  12.82360
   1.51627,  26.97394
   0.69772,   8.38318
   0.65285,   7.67388
   1.29391,  20.86315
   1.61678,  29.99569
   0.77513,   9.68223
   0.50596,   5.57771
   1.47393,  25.74945
   0.86185,  11.25159
   1.38636,  23.30765
   1.23715,  19.43006
   0.91912,  12.35383
   1.39494,  23.54149
   0.67131,   7.96177
   1.35055,  22.34474
   0.90694,  12.11505
   0.69976,   8.41613
   0.75251,   9.29266
   0.30549,   3.27404
   1.22516,  19.13385
   1.89423,  39.17617
   0.78781,   9.90420
   1.21913,  18.98583
   1.72616,  33.46772
   0.90832,  12.14203
   0.60987,   7.02482
   0.64963,   7.62423
   0.28583,   3.08273
   1.42662,  24.41505
   0.10795,   1.63300
   1.28327,  20.59066
   0.27269,   2.95835
   1.40388,  23.78653
   1.13539,  16.98982
   0.19677,   2.29362
   0.45711,   4.95716
